,CountyId,State,County,TotalPop
2101,39117,Ohio,Morrow County,34935
2102,39119,Ohio,Muskingum County,85933
2103,39121,Ohio,Noble County,14498
2104,39123,Ohio,Ottawa County,40769
2105,39125,Ohio,Paulding County,18951
2106,39127,Ohio,Perry County,35983
2107,39129,Ohio,Pickaway County,57075
2108,39131,Ohio,Pike County,28291
2109,39133,Ohio,Portage County,162080
2110,39135,Ohio,Preble County,41328
2111,39137,Ohio,Putnam County,34037
2112,39139,Ohio,Richland County,121533
2113,39141,Ohio,Ross County,77125
2114,39143,Ohio,Sandusky County,59559
2115,39145,Ohio,Scioto County,76871
2116,39147,Ohio,Seneca County,55549
2117,39149,Ohio,Shelby County,48902
2118,39151,Ohio,Stark County,374273
2119,39153,Ohio,Summit County,541318
2120,39155,Ohio,Trumbull County,203341
2121,39157,Ohio,Tuscarawas County,92531
2122,39159,Ohio,Union County,54688
2123,39161,Ohio,Van Wert County,28262
2124,39163,Ohio,Vinton County,13142
2125,39165,Ohio,Warren County,223868
2126,39167,Ohio,Washington County,60871
2127,39169,Ohio,Wayne County,115915
2128,39171,Ohio,Williams County,37061
2129,39173,Ohio,Wood County,129504
2130,39175,Ohio,Wyandot County,22190
2131,40001,Oklahoma,Adair County,22136
2132,40003,Oklahoma,Alfalfa County,5877
2133,40005,Oklahoma,Atoka County,13899
2134,40007,Oklahoma,Beaver County,5445
2135,40009,Oklahoma,Beckham County,22971
2136,40011,Oklahoma,Blaine County,9680
2137,40013,Oklahoma,Bryan County,45068
2138,40015,Oklahoma,Caddo County,29437
2139,40017,Oklahoma,Canadian County,132922
2140,40019,Oklahoma,Carter County,48407
2141,40021,Oklahoma,Cherokee County,48404
2142,40023,Oklahoma,Choctaw County,14979
2143,40025,Oklahoma,Cimarron County,2221
2144,40027,Oklahoma,Cleveland County,274024
2145,40029,Oklahoma,Coal County,5666
2146,40031,Oklahoma,Comanche County,123066
2147,40033,Oklahoma,Cotton County,6000
2148,40035,Oklahoma,Craig County,14563
2149,40037,Oklahoma,Creek County,70899
2150,40039,Oklahoma,Custer County,29169
2151,40041,Oklahoma,Delaware County,41878
2152,40043,Oklahoma,Dewey County,4904
2153,40045,Oklahoma,Ellis County,4102
2154,40047,Oklahoma,Garfield County,62421
2155,40049,Oklahoma,Garvin County,27751
2156,40051,Oklahoma,Grady County,54351
2157,40053,Oklahoma,Grant County,4458
2158,40055,Oklahoma,Greer County,6018
2159,40057,Oklahoma,Harmon County,2758
2160,40059,Oklahoma,Harper County,3843
2161,40061,Oklahoma,Haskell County,12746
2162,40063,Oklahoma,Hughes County,13519
2163,40065,Oklahoma,Jackson County,25574
2164,40067,Oklahoma,Jefferson County,6270
2165,40069,Oklahoma,Johnston County,11039
2166,40071,Oklahoma,Kay County,45173
2167,40073,Oklahoma,Kingfisher County,15510
2168,40075,Oklahoma,Kiowa County,9127
2169,40077,Oklahoma,Latimer County,10621
2170,40079,Oklahoma,Le Flore County,49860
2171,40081,Oklahoma,Lincoln County,34759
2172,40083,Oklahoma,Logan County,45326
2173,40085,Oklahoma,Love County,9843
2174,40087,Oklahoma,McClain County,37919
2175,40089,Oklahoma,McCurtain County,33026
2176,40091,Oklahoma,McIntosh County,19874
2177,40093,Oklahoma,Major County,7730
2178,40095,Oklahoma,Marshall County,16226
2179,40097,Oklahoma,Mayes County,40929
2180,40099,Oklahoma,Murray County,13797
2181,40101,Oklahoma,Muskogee County,69471
2182,40103,Oklahoma,Noble County,11421
2183,40105,Oklahoma,Nowata County,10448
2184,40107,Oklahoma,Okfuskee County,12160
2185,40109,Oklahoma,Oklahoma County,774203
2186,40111,Oklahoma,Okmulgee County,39121
2187,40113,Oklahoma,Osage County,47350
2188,40115,Oklahoma,Ottawa County,31725
2189,40117,Oklahoma,Pawnee County,16448
2190,40119,Oklahoma,Payne County,80634
2191,40121,Oklahoma,Pittsburg County,44673
2192,40123,Oklahoma,Pontotoc County,38289
2193,40125,Oklahoma,Pottawatomie County,71614
2194,40127,Oklahoma,Pushmataha County,11132
2195,40129,Oklahoma,Roger Mills County,3734
2196,40131,Oklahoma,Rogers County,90098
2197,40133,Oklahoma,Seminole County,25246
2198,40135,Oklahoma,Sequoyah County,41364
2199,40137,Oklahoma,Stephens County,44293
2200,40139,Oklahoma,Texas County,21409
2201,40141,Oklahoma,Tillman County,7591
2202,40143,Oklahoma,Tulsa County,637123
2203,40145,Oklahoma,Wagoner County,76830
2204,40147,Oklahoma,Washington County,51867
2205,40149,Oklahoma,Washita County,11550
2206,40151,Oklahoma,Woods County,9132
2207,40153,Oklahoma,Woodward County,21140
2208,41001,Oregon,Baker County,15980
2209,41003,Oregon,Benton County,88249
2210,41005,Oregon,Clackamas County,399962
2211,41007,Oregon,Clatsop County,38021
2212,41009,Oregon,Columbia County,50207
2213,41011,Oregon,Coos County,62921
2214,41013,Oregon,Crook County,21717
2215,41015,Oregon,Curry County,22377
2216,41017,Oregon,Deschutes County,175321
2217,41019,Oregon,Douglas County,107576
2218,41021,Oregon,Gilliam County,1910
2219,41023,Oregon,Grant County,7209
2220,41025,Oregon,Harney County,7195
2221,41027,Oregon,Hood River County,22938
2222,41029,Oregon,Jackson County,212070
2223,41031,Oregon,Jefferson County,22707
2224,41033,Oregon,Josephine County,84514
2225,41035,Oregon,Klamath County,66018
2226,41037,Oregon,Lake County,7807
2227,41039,Oregon,Lane County,363471
2228,41041,Oregon,Lincoln County,47307
2229,41043,Oregon,Linn County,121074
2230,41045,Oregon,Malheur County,30421
2231,41047,Oregon,Marion County,330453
2232,41049,Oregon,Morrow County,11153
2233,41051,Oregon,Multnomah County,788459
2234,41053,Oregon,Polk County,79666
2235,41055,Oregon,Sherman County,1635
2236,41057,Oregon,Tillamook County,25840
2237,41059,Oregon,Umatilla County,76736
2238,41061,Oregon,Union County,25810
2239,41063,Oregon,Wallowa County,6864
2240,41065,Oregon,Wasco County,25687
2241,41067,Oregon,Washington County,572071
2242,41069,Oregon,Wheeler County,1415
2243,41071,Oregon,Yamhill County,102366
2244,42001,Pennsylvania,Adams County,101589
2245,42003,Pennsylvania,Allegheny County,1229605
2246,42005,Pennsylvania,Armstrong County,66737
2247,42007,Pennsylvania,Beaver County,168161
2248,42009,Pennsylvania,Bedford County,48891
2249,42011,Pennsylvania,Berks County,415500
2250,42013,Pennsylvania,Blair County,124736
2251,42015,Pennsylvania,Bradford County,61546
2252,42017,Pennsylvania,Bucks County,626486
2253,42019,Pennsylvania,Butler County,185984
2254,42021,Pennsylvania,Cambria County,135871
2255,42023,Pennsylvania,Cameron County,4754
2256,42025,Pennsylvania,Carbon County,63987
2257,42027,Pennsylvania,Centre County,160646
2258,42029,Pennsylvania,Chester County,514652
2259,42031,Pennsylvania,Clarion County,38747
2260,42033,Pennsylvania,Clearfield County,80539
2261,42035,Pennsylvania,Clinton County,39321
2262,42037,Pennsylvania,Columbia County,66615
2263,42039,Pennsylvania,Crawford County,86847
2264,42041,Pennsylvania,Cumberland County,245801
2265,42043,Pennsylvania,Dauphin County,273329
2266,42045,Pennsylvania,Delaware County,563384
2267,42047,Pennsylvania,Elk County,30781
2268,42049,Pennsylvania,Erie County,277794
2269,42051,Pennsylvania,Fayette County,133160
2270,42053,Pennsylvania,Forest County,7388
2271,42055,Pennsylvania,Franklin County,153003
2272,42057,Pennsylvania,Fulton County,14631
2273,42059,Pennsylvania,Greene County,37338
2274,42061,Pennsylvania,Huntingdon County,45686
2275,42063,Pennsylvania,Indiana County,86551
2276,42065,Pennsylvania,Jefferson County,44258
2277,42067,Pennsylvania,Juniata County,24448
2278,42069,Pennsylvania,Lackawanna County,211960
2279,42071,Pennsylvania,Lancaster County,536494
2280,42073,Pennsylvania,Lawrence County,88231
2281,42075,Pennsylvania,Lebanon County,137616
2282,42077,Pennsylvania,Lehigh County,360774
2283,42079,Pennsylvania,Luzerne County,318222
2284,42081,Pennsylvania,Lycoming County,115398
2285,42083,Pennsylvania,McKean County,42070
2286,42085,Pennsylvania,Mercer County,113623
2287,42087,Pennsylvania,Mifflin County,46452
2288,42089,Pennsylvania,Monroe County,167306
2289,42091,Pennsylvania,Montgomery County,818677
2290,42093,Pennsylvania,Montour County,18302
2291,42095,Pennsylvania,Northampton County,300941
2292,42097,Pennsylvania,Northumberland County,93038
2293,42099,Pennsylvania,Perry County,45878
2294,42101,Pennsylvania,Philadelphia County,1569657
2295,42103,Pennsylvania,Pike County,55687
2296,42105,Pennsylvania,Potter County,17070
2297,42107,Pennsylvania,Schuylkill County,144287
2298,42109,Pennsylvania,Snyder County,40570
2299,42111,Pennsylvania,Somerset County,75619
2300,42113,Pennsylvania,Sullivan County,6192
2301,42115,Pennsylvania,Susquehanna County,41716
2302,42117,Pennsylvania,Tioga County,41550
2303,42119,Pennsylvania,Union County,45056
2304,42121,Pennsylvania,Venango County,52880
2305,42123,Pennsylvania,Warren County,40345
2306,42125,Pennsylvania,Washington County,207661
2307,42127,Pennsylvania,Wayne County,51656
2308,42129,Pennsylvania,Westmoreland County,356835
2309,42131,Pennsylvania,Wyoming County,27760
2310,42133,Pennsylvania,York County,442216
2311,44001,Rhode Island,Bristol County,49028
2312,44003,Rhode Island,Kent County,164012
2313,44005,Rhode Island,Newport County,83204
2314,44007,Rhode Island,Providence County,633704
2315,44009,Rhode Island,Washington County,126190
2316,45001,South Carolina,Abbeville County,24788
2317,45003,South Carolina,Aiken County,165707
2318,45005,South Carolina,Allendale County,9402
2319,45007,South Carolina,Anderson County,194174
2320,45009,South Carolina,Bamberg County,14842
2321,45011,South Carolina,Barnwell County,21788
2322,45013,South Carolina,Beaufort County,179316
2323,45015,South Carolina,Berkeley County,204632
2324,45017,South Carolina,Calhoun County,14808
2325,45019,South Carolina,Charleston County,387847
2326,45021,South Carolina,Cherokee County,56549
2327,45023,South Carolina,Chester County,32424
2328,45025,South Carolina,Chesterfield County,46127
2329,45027,South Carolina,Clarendon County,34156
2330,45029,South Carolina,Colleton County,37581
2331,45031,South Carolina,Darlington County,67572
2332,45033,South Carolina,Dillon County,31073
2333,45035,South Carolina,Dorchester County,151716
2334,45037,South Carolina,Edgefield County,26620
2335,45039,South Carolina,Fairfield County,22868
2336,45041,South Carolina,Florence County,138537
2337,45043,South Carolina,Georgetown County,61065
2338,45045,South Carolina,Greenville County,490332
2339,45047,South Carolina,Greenwood County,69981
2340,45049,South Carolina,Hampton County,20066
2341,45051,South Carolina,Horry County,310186
2342,45053,South Carolina,Jasper County,27465
2343,45055,South Carolina,Kershaw County,63734
2344,45057,South Carolina,Lancaster County,86544
2345,45059,South Carolina,Laurens County,66508
2346,45061,South Carolina,Lee County,17897
2347,45063,South Carolina,Lexington County,281870
2348,45065,South Carolina,McCormick County,9694
2349,45067,South Carolina,Marion County,31765
2350,45069,South Carolina,Marlboro County,27505
2351,45071,South Carolina,Newberry County,37914
2352,45073,South Carolina,Oconee County,75926
2353,45075,South Carolina,Orangeburg County,89116
2354,45077,South Carolina,Pickens County,121449
2355,45079,South Carolina,Richland County,404869
2356,45081,South Carolina,Saluda County,20228
2357,45083,South Carolina,Spartanburg County,297732
2358,45085,South Carolina,Sumter County,107379
2359,45087,South Carolina,Union County,27772
2360,45089,South Carolina,Williamsburg County,32256
2361,45091,South Carolina,York County,251664
2362,46003,South Dakota,Aurora County,2739
2363,46005,South Dakota,Beadle County,18163
2364,46007,South Dakota,Bennett County,3440
2365,46009,South Dakota,Bon Homme County,6972
2366,46011,South Dakota,Brookings County,33697
2367,46013,South Dakota,Brown County,38637
2368,46015,South Dakota,Brule County,5280
2369,46017,South Dakota,Buffalo County,2048
2370,46019,South Dakota,Butte County,10194
2371,46021,South Dakota,Campbell County,1443
2372,46023,South Dakota,Charles Mix County,9319
2373,46025,South Dakota,Clark County,3642
2374,46027,South Dakota,Clay County,13907
2375,46029,South Dakota,Codington County,27963
2376,46031,South Dakota,Corson County,4177
2377,46033,South Dakota,Custer County,8519
2378,46035,South Dakota,Davison County,19753
2379,46037,South Dakota,Day County,5524
2380,46039,South Dakota,Deuel County,4282
2381,46041,South Dakota,Dewey County,5709
2382,46043,South Dakota,Douglas County,2940
2383,46045,South Dakota,Edmunds County,3971
2384,46047,South Dakota,Fall River County,6783
2385,46049,South Dakota,Faulk County,2327
2386,46051,South Dakota,Grant County,7133
2387,46053,South Dakota,Gregory County,4209
2388,46055,South Dakota,Haakon County,2084
2389,46057,South Dakota,Hamlin County,5911
2390,46059,South Dakota,Hand County,3303
2391,46061,South Dakota,Hanson County,3404
2392,46063,South Dakota,Harding County,1281
2393,46065,South Dakota,Hughes County,17572
2394,46067,South Dakota,Hutchinson County,7277
2395,46069,South Dakota,Hyde County,1373
2396,46071,South Dakota,Jackson County,3275
2397,46073,South Dakota,Jerauld County,2034
2398,46075,South Dakota,Jones County,740
2399,46077,South Dakota,Kingsbury County,5000
2400,46079,South Dakota,Lake County,12350
2401,46081,South Dakota,Lawrence County,25018
2402,46083,South Dakota,Lincoln County,53147
2403,46085,South Dakota,Lyman County,3882
2404,46087,South Dakota,McCook County,5515
2405,46089,South Dakota,McPherson County,2366
2406,46091,South Dakota,Marshall County,4759
2407,46093,South Dakota,Meade County,27066
2408,46095,South Dakota,Mellette County,2062
2409,46097,South Dakota,Miner County,2255
2410,46099,South Dakota,Minnehaha County,183660
2411,46101,South Dakota,Moody County,6496
2412,46102,South Dakota,Oglala Lakota County,14291
2413,46103,South Dakota,Pennington County,108126
2414,46105,South Dakota,Perkins County,2964
2415,46107,South Dakota,Potter County,2318
2416,46109,South Dakota,Roberts County,10250
2417,46111,South Dakota,Sanborn County,2366
2418,46115,South Dakota,Spink County,6478
2419,46117,South Dakota,Stanley County,2994
2420,46119,South Dakota,Sully County,1390
2421,46121,South Dakota,Todd County,10016
2422,46123,South Dakota,Tripp County,5480
2423,46125,South Dakota,Turner County,8242
2424,46127,South Dakota,Union County,14929
2425,46129,South Dakota,Walworth County,5502
2426,46135,South Dakota,Yankton County,22660
2427,46137,South Dakota,Ziebach County,2837
2428,47001,Tennessee,Anderson County,75538
2429,47003,Tennessee,Bedford County,46854
2430,47005,Tennessee,Benton County,16154
2431,47007,Tennessee,Bledsoe County,14413
2432,47009,Tennessee,Blount County,127135
2433,47011,Tennessee,Bradley County,103666
2434,47013,Tennessee,Campbell County,39824
2435,47015,Tennessee,Cannon County,13839
2436,47017,Tennessee,Carroll County,28137
2437,47019,Tennessee,Carter County,56500
2438,47021,Tennessee,Cheatham County,39713
2439,47023,Tennessee,Chester County,17097
2440,47025,Tennessee,Claiborne County,31566
2441,47027,Tennessee,Clay County,7684
2442,47029,Tennessee,Cocke County,35262
2443,47031,Tennessee,Coffee County,54074
2444,47033,Tennessee,Crockett County,14554
2445,47035,Tennessee,Cumberland County,58178
2446,47037,Tennessee,Davidson County,678322
2447,47039,Tennessee,Decatur County,11681
2448,47041,Tennessee,DeKalb County,19380
2449,47043,Tennessee,Dickson County,51341
2450,47045,Tennessee,Dyer County,37751
2451,47047,Tennessee,Fayette County,39336
2452,47049,Tennessee,Fentress County,17940
2453,47051,Tennessee,Franklin County,41397
2454,47053,Tennessee,Gibson County,49222
2455,47055,Tennessee,Giles County,29024
2456,47057,Tennessee,Grainger County,22942
2457,47059,Tennessee,Greene County,68520
2458,47061,Tennessee,Grundy County,13359
2459,47063,Tennessee,Hamblen County,63465
2460,47065,Tennessee,Hamilton County,354589
2461,47067,Tennessee,Hancock County,6605
2462,47069,Tennessee,Hardeman County,25784
2463,47071,Tennessee,Hardin County,25813
2464,47073,Tennessee,Hawkins County,56402
2465,47075,Tennessee,Haywood County,17944
2466,47077,Tennessee,Henderson County,27889
2467,47079,Tennessee,Henry County,32263
2468,47081,Tennessee,Hickman County,24502
2469,47083,Tennessee,Houston County,8188
2470,47085,Tennessee,Humphreys County,18281
2471,47087,Tennessee,Jackson County,11573
2472,47089,Tennessee,Jefferson County,52887
2473,47091,Tennessee,Johnson County,17846
2474,47093,Tennessee,Knox County,452286
2475,47095,Tennessee,Lake County,7588
2476,47097,Tennessee,Lauderdale County,26497
2477,47099,Tennessee,Lawrence County,42591
2478,47101,Tennessee,Lewis County,11944
2479,47103,Tennessee,Lincoln County,33543
2480,47105,Tennessee,Loudon County,51024
2481,47107,Tennessee,McMinn County,52569
2482,47109,Tennessee,McNairy County,25945
2483,47111,Tennessee,Macon County,23239
2484,47113,Tennessee,Madison County,97887
2485,47115,Tennessee,Marion County,28355
2486,47117,Tennessee,Marshall County,31753
2487,47119,Tennessee,Maury County,87606
2488,47121,Tennessee,Meigs County,11830
2489,47123,Tennessee,Monroe County,45698
2490,47125,Tennessee,Montgomery County,192120
2491,47127,Tennessee,Moore County,6302
2492,47129,Tennessee,Morgan County,21639
2493,47131,Tennessee,Obion County,30659
2494,47133,Tennessee,Overton County,21995
2495,47135,Tennessee,Perry County,7882
2496,47137,Tennessee,Pickett County,5071
2497,47139,Tennessee,Polk County,16722
2498,47141,Tennessee,Putnam County,75565
2499,47143,Tennessee,Rhea County,32478
2500,47145,Tennessee,Roane County,52926
2501,47147,Tennessee,Robertson County,68575
2502,47149,Tennessee,Rutherford County,298456
2503,47151,Tennessee,Scott County,21949
2504,47153,Tennessee,Sequatchie County,14654
2505,47155,Tennessee,Sevier County,95523
2506,47157,Tennessee,Shelby County,937847
2507,47159,Tennessee,Smith County,19279
2508,47161,Tennessee,Stewart County,13248
2509,47163,Tennessee,Sullivan County,156519
2510,47165,Tennessee,Sumner County,175730
2511,47167,Tennessee,Tipton County,61434
2512,47169,Tennessee,Trousdale County,8773
2513,47171,Tennessee,Unicoi County,17830
2514,47173,Tennessee,Union County,19176
2515,47175,Tennessee,Van Buren County,5675
2516,47177,Tennessee,Warren County,40210
2517,47179,Tennessee,Washington County,126437
2518,47181,Tennessee,Wayne County,16713
2519,47183,Tennessee,Weakley County,33776
2520,47185,Tennessee,White County,26394
2521,47187,Tennessee,Williamson County,212161
2522,47189,Tennessee,Wilson County,128874
2523,48001,Texas,Anderson County,57747
2524,48003,Texas,Andrews County,17577
2525,48005,Texas,Angelina County,87700
2526,48007,Texas,Aransas County,24832
2527,48009,Texas,Archer County,8793
2528,48011,Texas,Armstrong County,1929
2529,48013,Texas,Atascosa County,48139
2530,48015,Texas,Austin County,29292
2531,48017,Texas,Bailey County,7098
2532,48019,Texas,Bandera County,21316
2533,48021,Texas,Bastrop County,80306
2534,48023,Texas,Baylor County,3602
2535,48025,Texas,Bee County,32729
2536,48027,Texas,Bell County,336506
2537,48029,Texas,Bexar County,1892004
2538,48031,Texas,Blanco County,11089
2539,48033,Texas,Borden County,602
2540,48035,Texas,Bosque County,17955
2541,48037,Texas,Bowie County,93635
2542,48039,Texas,Brazoria County,345995
2543,48041,Texas,Brazos County,214231
2544,48043,Texas,Brewster County,9220
2545,48045,Texas,Briscoe County,1591
2546,48047,Texas,Brooks County,7251
2547,48049,Texas,Brown County,37787
2548,48051,Texas,Burleson County,17596
2549,48053,Texas,Burnet County,45017
2550,48055,Texas,Caldwell County,40544
2551,48057,Texas,Calhoun County,21821
2552,48059,Texas,Callahan County,13660
2553,48061,Texas,Cameron County,420201
2554,48063,Texas,Camp County,12670
2555,48065,Texas,Carson County,6033
2556,48067,Texas,Cass County,30118
2557,48069,Texas,Castro County,7891
2558,48071,Texas,Chambers County,39283
2559,48073,Texas,Cherokee County,51594
2560,48075,Texas,Childress County,7064
2561,48077,Texas,Clay County,10369
2562,48079,Texas,Cochran County,2932
2563,48081,Texas,Coke County,3238
2564,48083,Texas,Coleman County,8422
2565,48085,Texas,Collin County,914075
2566,48087,Texas,Collingsworth County,3026
2567,48089,Texas,Colorado County,20913
2568,48091,Texas,Comal County,129100
2569,48093,Texas,Comanche County,13492
2570,48095,Texas,Concho County,3858
2571,48097,Texas,Cooke County,39064
2572,48099,Texas,Coryell County,75818
2573,48101,Texas,Cottle County,1498
2574,48103,Texas,Crane County,4836
2575,48105,Texas,Crockett County,3836
2576,48107,Texas,Crosby County,5895
2577,48109,Texas,Culberson County,2257
2578,48111,Texas,Dallam County,7207
2579,48113,Texas,Dallas County,2552213
2580,48115,Texas,Dawson County,13095
2581,48117,Texas,Deaf Smith County,18947
2582,48119,Texas,Delta County,5172
2583,48121,Texas,Denton County,781321
2584,48123,Texas,DeWitt County,20474
2585,48125,Texas,Dickens County,2224
2586,48127,Texas,Dimmit County,10822
2587,48129,Texas,Donley County,3433
2588,48131,Texas,Duval County,11434
2589,48133,Texas,Eastland County,18278
2590,48135,Texas,Ector County,155744
2591,48137,Texas,Edwards County,2111
2592,48139,Texas,Ellis County,164092
2593,48141,Texas,El Paso County,834825
2594,48143,Texas,Erath County,41016
2595,48145,Texas,Falls County,17289
2596,48147,Texas,Fannin County,33787
2597,48149,Texas,Fayette County,24963
2598,48151,Texas,Fisher County,3875
2599,48153,Texas,Floyd County,5953
2600,48155,Texas,Foard County,1414
2601,48157,Texas,Fort Bend County,711421
2602,48159,Texas,Franklin County,10639
2603,48161,Texas,Freestone County,19646
2604,48163,Texas,Frio County,19110
2605,48165,Texas,Gaines County,19889
2606,48167,Texas,Galveston County,321184
2607,48169,Texas,Garza County,6739
2608,48171,Texas,Gillespie County,25939
2609,48173,Texas,Glasscock County,1420
2610,48175,Texas,Goliad County,7510
2611,48177,Texas,Gonzales County,20558
2612,48179,Texas,Gray County,22962
2613,48181,Texas,Grayson County,126146
2614,48183,Texas,Gregg County,123402
2615,48185,Texas,Grimes County,27358
2616,48187,Texas,Guadalupe County,150889
2617,48189,Texas,Hale County,34527
2618,48191,Texas,Hall County,3102
2619,48193,Texas,Hamilton County,8220
2620,48195,Texas,Hansford County,5532
2621,48197,Texas,Hardeman County,3990
2622,48199,Texas,Hardin County,55993
2623,48201,Texas,Harris County,4525519
2624,48203,Texas,Harrison County,66606
2625,48205,Texas,Hartley County,5821
2626,48207,Texas,Haskell County,5806
2627,48209,Texas,Hays County,194843
2628,48211,Texas,Hemphill County,4152
2629,48213,Texas,Henderson County,79687
2630,48215,Texas,Hidalgo County,839539
2631,48217,Texas,Hill County,35098
2632,48219,Texas,Hockley County,23273
2633,48221,Texas,Hood County,55418
2634,48223,Texas,Hopkins County,35929
2635,48225,Texas,Houston County,22849
2636,48227,Texas,Howard County,36491
2637,48229,Texas,Hudspeth County,3702
2638,48231,Texas,Hunt County,90322
2639,48233,Texas,Hutchinson County,21704
2640,48235,Texas,Irion County,1592
2641,48237,Texas,Jack County,8839
2642,48239,Texas,Jackson County,14756
2643,48241,Texas,Jasper County,35444
2644,48243,Texas,Jeff Davis County,2236
2645,48245,Texas,Jefferson County,254574
2646,48247,Texas,Jim Hogg County,5262
2647,48249,Texas,Jim Wells County,41318
2648,48251,Texas,Johnson County,160173
2649,48253,Texas,Jones County,19969
2650,48255,Texas,Karnes County,15051
2651,48257,Texas,Kaufman County,114852
2652,48259,Texas,Kendall County,40306
2653,48261,Texas,Kenedy County,564
2654,48263,Texas,Kent County,680
2655,48265,Texas,Kerr County,50761
2656,48267,Texas,Kimble County,4432
2657,48269,Texas,King County,289
2658,48271,Texas,Kinney County,3631
2659,48273,Texas,Kleberg County,31540
2660,48275,Texas,Knox County,3753
2661,48277,Texas,Lamar County,49401
2662,48279,Texas,Lamb County,13368
2663,48281,Texas,Lampasas County,20473
2664,48283,Texas,La Salle County,7418
2665,48285,Texas,Lavaca County,19859
2666,48287,Texas,Lee County,16850
2667,48289,Texas,Leon County,16966
2668,48291,Texas,Liberty County,79884
2669,48293,Texas,Limestone County,23480
2670,48295,Texas,Lipscomb County,3495
2671,48297,Texas,Live Oak County,12043
2672,48299,Texas,Llano County,20195
2673,48301,Texas,Loving County,74
2674,48303,Texas,Lubbock County,298042
2675,48305,Texas,Lynn County,5785
2676,48307,Texas,McCulloch County,8145
2677,48309,Texas,McLennan County,245720
2678,48311,Texas,McMullen County,600
2679,48313,Texas,Madison County,13979
2680,48315,Texas,Marion County,10140
2681,48317,Texas,Martin County,5547
2682,48319,Texas,Mason County,4122
2683,48321,Texas,Matagorda County,36744
2684,48323,Texas,Maverick County,57471
2685,48325,Texas,Medina County,48548
2686,48327,Texas,Menard County,2123
2687,48329,Texas,Midland County,159883
2688,48331,Texas,Milam County,24479
2689,48333,Texas,Mills County,4887
2690,48335,Texas,Mitchell County,8774
2691,48337,Texas,Montague County,19406
2692,48339,Texas,Montgomery County,535187
2693,48341,Texas,Moore County,22016
2694,48343,Texas,Morris County,12530
2695,48345,Texas,Motley County,1114
2696,48347,Texas,Nacogdoches County,65411
2697,48349,Texas,Navarro County,48239
2698,48351,Texas,Newton County,14187
2699,48353,Texas,Nolan County,14990
2700,48355,Texas,Nueces County,358484
2701,48357,Texas,Ochiltree County,10484
2702,48359,Texas,Oldham County,2083
2703,48361,Texas,Orange County,83909
2704,48363,Texas,Palo Pinto County,28109
2705,48365,Texas,Panola County,23574
2706,48367,Texas,Parker County,125963
2707,48369,Texas,Parmer County,9871
2708,48371,Texas,Pecos County,15804
2709,48373,Texas,Polk County,46974
2710,48375,Texas,Potter County,121230
2711,48377,Texas,Presidio County,7191
2712,48379,Texas,Rains County,11246
2713,48381,Texas,Randall County,130552
2714,48383,Texas,Reagan County,3735
2715,48385,Texas,Real County,3358
2716,48387,Texas,Red River County,12353
2717,48389,Texas,Reeves County,14791
2718,48391,Texas,Refugio County,7293
2719,48393,Texas,Roberts County,889
2720,48395,Texas,Robertson County,16727
2721,48397,Texas,Rockwall County,90414
2722,48399,Texas,Runnels County,10266
2723,48401,Texas,Rusk County,53026
2724,48403,Texas,Sabine County,10429
2725,48405,Texas,San Augustine County,8403
2726,48407,Texas,San Jacinto County,27436
2727,48409,Texas,San Patricio County,66867
2728,48411,Texas,San Saba County,5851
2729,48413,Texas,Schleicher County,3122
2730,48415,Texas,Scurry County,17346
2731,48417,Texas,Shackelford County,3348
2732,48419,Texas,Shelby County,25689
2733,48421,Texas,Sherman County,3067
2734,48423,Texas,Smith County,222277
2735,48425,Texas,Somervell County,8650
2736,48427,Texas,Starr County,63420
2737,48429,Texas,Stephens County,9365
2738,48431,Texas,Sterling County,1139
2739,48433,Texas,Stonewall County,1084
2740,48435,Texas,Sutton County,3894
2741,48437,Texas,Swisher County,7541
2742,48439,Texas,Tarrant County,1983675
2743,48441,Texas,Taylor County,135371
2744,48443,Texas,Terrell County,721
2745,48445,Texas,Terry County,12755
2746,48447,Texas,Throckmorton County,1541
2747,48449,Texas,Titus County,32664
2748,48451,Texas,Tom Green County,116906
2749,48453,Texas,Travis County,1176584
2750,48455,Texas,Trinity County,14481
2751,48457,Texas,Tyler County,21456
2752,48459,Texas,Upshur County,40506
2753,48461,Texas,Upton County,3575
2754,48463,Texas,Uvalde County,27015
2755,48465,Texas,Val Verde County,48976
2756,48467,Texas,Van Zandt County,53607
2757,48469,Texas,Victoria County,91518
2758,48471,Texas,Walker County,70818
2759,48473,Texas,Waller County,48443
2760,48475,Texas,Ward County,11498
2761,48477,Texas,Washington County,34667
2762,48479,Texas,Webb County,269624
2763,48481,Texas,Wharton County,41430
2764,48483,Texas,Wheeler County,5599
2765,48485,Texas,Wichita County,131778
2766,48487,Texas,Wilbarger County,12972
2767,48489,Texas,Willacy County,21839
2768,48491,Texas,Williamson County,508313
2769,48493,Texas,Wilson County,47205
2770,48495,Texas,Winkler County,7777
2771,48497,Texas,Wise County,63247
2772,48499,Texas,Wood County,43315
2773,48501,Texas,Yoakum County,8481
2774,48503,Texas,Young County,18166
2775,48505,Texas,Zapata County,14415
2776,48507,Texas,Zavala County,12152
2777,49001,Utah,Beaver County,6414
2778,49003,Utah,Box Elder County,52182
2779,49005,Utah,Cache County,120288
2780,49007,Utah,Carbon County,20512
2781,49009,Utah,Daggett County,702
2782,49011,Utah,Davis County,334977
2783,49013,Utah,Duchesne County,20259
